www.youtube.com,Apr 29,14:57:15,1,192.168.86.1,5.104,4.991,4.940,5.011666666666667
www.youtube.com,Apr 29,14:57:15,2,96.120.74.249,19.008,18.960,18.929,18.965666666666667
www.youtube.com,Apr 29,14:57:15,3,68.86.223.249,15.517,15.500,15.458,15.491666666666667
www.youtube.com,Apr 29,14:57:15,4,96.108.142.197,16.541,16.511,16.472,16.508
www.youtube.com,Apr 29,14:57:15,5,68.85.35.37,18.692,28.416,28.387,25.165000000000003
www.youtube.com,Apr 29,14:57:15,6,69.241.68.158,30.441,18.504,18.375,22.439999999999998
www.youtube.com,Apr 29,14:57:15,7,108.170.228.94,20.949,17.668,17.645,18.754
www.youtube.com,Apr 29,14:57:15,8,209.85.244.65,14.960,13.970,25.119,18.016333333333332
www.youtube.com,Apr 29,14:57:15,9,172.217.3.110,30.804,18.227,18.052,22.361
www.youtube.com,Apr 29,14:57:15,9
www.youtube.com,Apr 29,14:57:19,"[98.4, 46.1, 126.0, 41.9, 23.5, 205.0, 17.7, 283.0, 329.0, 33.5]",120.41
www.youtube.com,Apr 29,14:57:29,0,192.168.86.215,3.479026,27%
www.youtube.com,Apr 29,14:57:29,0,13904.779314,0.000690
www.youtube.com,Apr 29,14:57:29,1,192.168.86.1,35.949872,0%
www.youtube.com,Apr 29,14:57:29,1,0.000000,0.035819
www.youtube.com,Apr 29,14:57:29,2,96.120.74.249,38.246752,0%
www.youtube.com,Apr 29,14:57:29,2,0.000000,0.007457
www.youtube.com,Apr 29,14:57:29,3,68.86.223.249,34.879348,0%
www.youtube.com,Apr 29,14:57:29,3,0.000000,-0.009052
www.youtube.com,Apr 29,14:57:29,4,96.108.142.197,18.742209,0%
www.youtube.com,Apr 29,14:57:29,4,609.976010,-0.004663
www.youtube.com,Apr 29,14:57:29,5,68.85.35.37,16.421756,0%
www.youtube.com,Apr 29,14:57:29,5,4591.466212,-0.011207
www.youtube.com,Apr 29,14:57:29,6,69.241.68.158,22.011800,0%
www.youtube.com,Apr 29,14:57:29,6,--.---,0.003023
www.youtube.com,Apr 29,14:57:29,7,108.170.228.94,52.287303,2%
www.youtube.com,Apr 29,14:57:29,7,0.000000,0.014224
www.youtube.com,Apr 29,14:57:29,8,216.239.62.21,17.397868,0%
www.youtube.com,Apr 29,14:57:29,8,268.041968,0.011702
www.youtube.com,Apr 29,14:57:29,9
www.youtube.com,Apr 29,15:00:07,1,192.168.86.1,4.540,4.463,4.439,4.480666666666667
www.youtube.com,Apr 29,15:00:07,2,96.120.74.249,14.129,14.108,14.085,14.107333333333335
www.youtube.com,Apr 29,15:00:07,3,68.86.223.249,15.190,15.170,15.152,15.170666666666667
www.youtube.com,Apr 29,15:00:07,4,96.108.142.197,14.745,14.724,14.705,14.724666666666666
www.youtube.com,Apr 29,15:00:07,5,68.85.35.37,15.820,24.783,24.763,21.788666666666668
www.youtube.com,Apr 29,15:00:07,6,69.241.68.158,25.579,20.338,26.602,24.173000000000002
www.youtube.com,Apr 29,15:00:07,7,108.170.228.94,119.127,26.347,44.692,63.388666666666666
www.youtube.com,Apr 29,15:00:07,8,216.239.62.21,32.555,32.408,32.351,32.437999999999995
www.youtube.com,Apr 29,15:00:07,9,172.217.9.238,32.012,31.966,31.908,31.962
www.youtube.com,Apr 29,15:00:07,9
www.youtube.com,Apr 29,15:00:09,"[72.4, 39.8, 70.1, 103.0, 36.5, 222.0, 129.0, 33.1, 51.1, 68.7]",82.57000000000001
www.youtube.com,Apr 30,14:56:42,1,192.168.86.1,5.314,5.227,5.194,5.245
www.youtube.com,Apr 30,14:56:42,2,96.120.74.249,15.185,15.174,15.148,15.169000000000002
www.youtube.com,Apr 30,14:56:42,3,68.86.223.249,16.389,16.366,16.346,16.367
www.youtube.com,Apr 30,14:56:42,4,96.108.142.197,15.069,15.883,15.866,15.606
www.youtube.com,Apr 30,14:56:42,5,68.85.35.37,15.846,27.631,27.613,23.69666666666667
www.youtube.com,Apr 30,14:56:42,6,69.241.68.158,27.179,14.977,21.264,21.14
www.youtube.com,Apr 30,14:56:42,7,108.170.228.94,65.522,63.930,19.578,49.67666666666667
www.youtube.com,Apr 30,14:56:42,8,209.85.244.65,17.923,17.867,17.820,17.87
www.youtube.com,Apr 30,14:56:42,9,172.217.3.110,17.741,17.697,17.650,17.696
www.youtube.com,Apr 30,14:56:42,9
www.youtube.com,Apr 30,14:56:43,"[75.3, 117.0, 90.2, 80.7, 44.4, 25.3, 28.3, 24.0, 23.6, 26.2]",53.5
www.youtube.com,Apr 30,14:56:54,0,192.168.86.215,4.189448,25%
www.youtube.com,Apr 30,14:56:54,0,134995.686735,0.001066
www.youtube.com,Apr 30,14:56:54,1,192.168.86.1,30.098959,0%
www.youtube.com,Apr 30,14:56:54,1,0.000000,0.026034
www.youtube.com,Apr 30,14:56:54,2,96.120.74.249,25.162815,0%
www.youtube.com,Apr 30,14:56:54,2,0.000000,-0.014864
www.youtube.com,Apr 30,14:56:54,3,68.86.223.249,35.626614,0%
www.youtube.com,Apr 30,14:56:54,3,0.000000,0.008426
www.youtube.com,Apr 30,14:56:54,4,96.108.142.197,31.885916,0%
www.youtube.com,Apr 30,14:56:54,4,0.000000,0.006789
www.youtube.com,Apr 30,14:56:54,5,68.85.35.37,29.790812,0%
www.youtube.com,Apr 30,14:56:54,5,0.000000,-0.003073
www.youtube.com,Apr 30,14:56:54,6,69.241.68.158,21.939898,0%
www.youtube.com,Apr 30,14:56:54,6,1310.294181,-0.008933
www.youtube.com,Apr 30,14:56:54,7,108.170.228.94,22.919948,0%
www.youtube.com,Apr 30,14:56:54,7,3049.764445,0.002796
www.youtube.com,Apr 30,14:56:54,8,142.250.46.191,27.501745,0%
www.youtube.com,Apr 30,14:56:54,8,0.000000,0.000931
www.youtube.com,Apr 30,14:56:54,9
www.youtube.com,Apr 30,14:59:20,1,192.168.86.1,5.384,5.247,5.199,5.276666666666666
www.youtube.com,Apr 30,14:59:20,2,96.120.74.249,16.252,16.225,16.186,16.221
www.youtube.com,Apr 30,14:59:20,3,68.86.223.249,15.370,15.351,15.209,15.31
www.youtube.com,Apr 30,14:59:20,4,96.108.142.197,15.936,20.908,20.850,19.231333333333335
www.youtube.com,Apr 30,14:59:20,5,68.85.35.37,25.268,33.069,33.026,30.454333333333334
www.youtube.com,Apr 30,14:59:20,6,69.241.68.158,32.635,17.917,17.720,22.75733333333333
www.youtube.com,Apr 30,14:59:20,7,108.170.228.98,17.974,22.520,25.957,22.150333333333332
www.youtube.com,Apr 30,14:59:20,8,216.239.62.171,25.896,30.584,15.304,23.928
www.youtube.com,Apr 30,14:59:20,9,172.217.10.46,15.187,17.213,17.213,16.537666666666667
www.youtube.com,Apr 30,14:59:20,9
www.youtube.com,Apr 30,14:59:21,"[55.3, 39.9, 21.6, 17.8, 104.0, 92.9, 43.9, 104.0, 85.9, 29.4]",59.46999999999999
www.youtube.com,May 01,14:56:20,1,192.168.86.1,5.088,5.005,4.978,5.023666666666666
www.youtube.com,May 01,14:56:20,2,96.120.74.249,17.126,17.108,17.089,17.107666666666667
www.youtube.com,May 01,14:56:20,3,68.86.223.249,16.332,16.304,16.283,16.30633333333333
www.youtube.com,May 01,14:56:20,4,96.108.142.197,16.875,16.856,16.834,16.855
www.youtube.com,May 01,14:56:20,5,68.85.35.37,16.811,21.107,21.090,19.66933333333333
www.youtube.com,May 01,14:56:20,6,69.241.68.158,20.197,16.797,18.502,18.498666666666665
www.youtube.com,May 01,14:56:20,7,108.170.228.94,19.734,16.234,19.617,18.528333333333336
www.youtube.com,May 01,14:56:20,8,142.250.46.191,29.645,16.907,32.892,26.481333333333335
www.youtube.com,May 01,14:56:20,9,142.250.64.110,39.306,15.201,15.112,23.206333333333333
www.youtube.com,May 01,14:56:20,9
www.youtube.com,May 01,14:56:22,"[267.0, 73.7, 27.3, 56.1, 120.0, 29.2, 73.7, 121.0, 99.6, 39.7]",90.73000000000002
www.youtube.com,May 01,14:56:32,0,192.168.86.215,3.260496,25%
www.youtube.com,May 01,14:56:32,0,8539.287409,0.001461
www.youtube.com,May 01,14:56:32,1,192.168.86.1,29.798436,0%
www.youtube.com,May 01,14:56:32,1,0.000000,0.028778
www.youtube.com,May 01,14:56:32,2,96.120.74.249,21.363869,0%
www.youtube.com,May 01,14:56:32,2,857.366855,0.025345
www.youtube.com,May 01,14:56:32,3,68.86.223.249,27.236707,0%
www.youtube.com,May 01,14:56:32,3,--.---,-0.011867
www.youtube.com,May 01,14:56:32,4,96.108.142.197,33.145184,0%
www.youtube.com,May 01,14:56:32,4,0.000000,0.002642
www.youtube.com,May 01,14:56:32,5,68.85.35.37,21.610125,0%
www.youtube.com,May 01,14:56:32,5,1302.536056,-0.024979
www.youtube.com,May 01,14:56:32,6,69.241.68.158,25.320717,0%
www.youtube.com,May 01,14:56:32,6,0.000000,0.009432
www.youtube.com,May 01,14:56:32,7,108.170.228.96,12.742905,0%
www.youtube.com,May 01,14:56:32,7,545.243032,0.013459
www.youtube.com,May 01,14:56:32,8,172.253.70.5,32.242977,0%
www.youtube.com,May 01,14:56:32,8,--.---,-0.005186
www.youtube.com,May 01,14:56:32,9
www.youtube.com,May 01,14:59:07,1,192.168.86.1,4.264,4.062,4.026,4.117333333333334
www.youtube.com,May 01,14:59:07,2,96.120.74.249,13.639,13.619,13.595,13.617666666666667
www.youtube.com,May 01,14:59:07,3,68.86.223.249,15.165,15.132,15.117,15.138
www.youtube.com,May 01,14:59:07,4,96.108.142.197,14.505,14.485,14.465,14.485
www.youtube.com,May 01,14:59:07,5,68.85.35.37,15.598,24.109,24.090,21.265666666666664
www.youtube.com,May 01,14:59:07,6,69.241.68.158,24.509,19.580,19.392,21.16033333333333
www.youtube.com,May 01,14:59:07,7,108.170.228.92,20.820,17.143,17.041,18.334666666666667
www.youtube.com,May 01,14:59:07,8,172.253.69.221,15.056,15.093,14.977,15.042000000000002
www.youtube.com,May 01,14:59:07,9,172.217.10.238,14.948,14.925,14.905,14.926
www.youtube.com,May 01,14:59:07,9
www.youtube.com,May 01,14:59:08,"[17.0, 15.6, 19.5, 54.4, 46.4, 26.0, 49.2, 21.1, 33.1, 31.5]",31.380000000000003
www.youtube.com,May 02,14:56:45,1,192.168.86.1,3.947,3.559,3.512,3.6726666666666667
www.youtube.com,May 02,14:56:45,2,96.120.74.249,13.311,13.208,13.127,13.215333333333334
www.youtube.com,May 02,14:56:45,3,68.86.223.249,19.589,19.556,19.536,19.560333333333332
www.youtube.com,May 02,14:56:45,4,96.108.142.197,15.850,15.818,24.809,18.825666666666667
www.youtube.com,May 02,14:56:45,5,68.85.35.37,24.761,24.724,24.686,24.723666666666663
www.youtube.com,May 02,14:56:45,6,69.241.68.158,24.946,15.376,15.237,18.51966666666667
www.youtube.com,May 02,14:56:45,7,108.170.228.96,15.140,18.020,28.865,20.674999999999997
www.youtube.com,May 02,14:56:45,8,172.253.70.17,28.804,15.738,15.544,20.028666666666666
www.youtube.com,May 02,14:56:45,9,172.217.11.14,15.406,15.334,15.222,15.320666666666668
www.youtube.com,May 02,14:56:45,9
www.youtube.com,May 02,14:56:46,"[55.7, 24.1, 45.5, 167.0, 290.0, 277.0, 151.0, 312.0, 82.2, 28.3]",143.28
www.youtube.com,May 02,14:56:57,0,192.168.86.215,4.229971,22%
www.youtube.com,May 02,14:56:57,0,0.000000,0.001424
www.youtube.com,May 02,14:56:57,1,192.168.86.1,15.241220,0%
www.youtube.com,May 02,14:56:57,1,749.229497,0.023370
www.youtube.com,May 02,14:56:57,2,96.120.74.249,31.180182,0%
www.youtube.com,May 02,14:56:57,2,0.000000,0.060153
www.youtube.com,May 02,14:56:57,3,68.86.223.249,21.410382,0%
www.youtube.com,May 02,14:56:57,3,1047.394995,-0.004823
www.youtube.com,May 02,14:56:57,4,96.108.142.197,19.310918,0%
www.youtube.com,May 02,14:56:57,4,473.332997,0.015439
www.youtube.com,May 02,14:56:57,5,68.85.35.37,40.034296,0%
www.youtube.com,May 02,14:56:57,5,--.---,0.030232
www.youtube.com,May 02,14:56:57,6,69.241.68.158,17.916511,0%
www.youtube.com,May 02,14:56:57,6,1058.470380,-0.033985
www.youtube.com,May 02,14:56:57,7,108.170.228.96,65.357365,0%
www.youtube.com,May 02,14:56:57,7,0.000000,-0.020263
www.youtube.com,May 02,14:56:57,8,172.253.70.17,33.113157,0%
www.youtube.com,May 02,14:56:57,8,0.000000,-0.026249
www.youtube.com,May 02,14:56:57,9
www.youtube.com,May 02,14:59:44,1,192.168.86.1,4.718,4.623,4.573,4.638000000000001
www.youtube.com,May 02,14:59:44,2,96.120.74.249,15.030,14.988,14.957,14.991666666666667
www.youtube.com,May 02,14:59:44,3,68.86.223.249,14.059,14.028,13.998,14.028333333333334
www.youtube.com,May 02,14:59:44,4,96.108.142.197,15.979,16.721,16.672,16.457333333333334
www.youtube.com,May 02,14:59:44,5,68.85.35.37,18.456,18.426,26.205,21.029
www.youtube.com,May 02,14:59:44,6,69.241.68.158,30.668,18.889,18.753,22.77
www.youtube.com,May 02,14:59:44,7,108.170.228.96,18.688,20.320,20.806,19.938
www.youtube.com,May 02,14:59:44,8,172.253.70.7,31.940,16.584,33.053,27.192333333333334
www.youtube.com,May 02,14:59:44,9,172.217.11.46,33.000,16.171,16.026,21.732333333333333
www.youtube.com,May 02,14:59:44,9
www.youtube.com,May 02,14:59:46,"[36.8, 135.0, 316.0, 62.4, 50.5, 39.5, 24.2, 189.0, 44.2, 48.8]",94.64000000000001
