www.amazon.de,Apr 29,14:58:21,1,192.168.86.1,3.766,3.684,3.655,3.7016666666666667
www.amazon.de,Apr 29,14:58:21,2,96.120.74.249,13.688,13.652,13.628,13.656
www.amazon.de,Apr 29,14:58:21,3,68.86.223.249,13.251,13.233,15.776,14.086666666666668
www.amazon.de,Apr 29,14:58:21,4,96.108.142.197,15.755,15.738,15.718,15.737
www.amazon.de,Apr 29,14:58:21,5,68.85.35.37,15.700,24.950,24.933,21.861
www.amazon.de,Apr 29,14:58:21,6,96.110.42.37,27.414,17.313,17.206,20.644333333333336
www.amazon.de,Apr 29,14:58:21,7,96.110.37.54,17.083,14.255,24.669,18.669
www.amazon.de,Apr 29,14:58:21,8,50.242.150.182,17.831,15.466,15.391,16.229333333333333
www.amazon.de,Apr 29,14:58:21,9,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,10,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,11,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,12,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,13,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,14,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,15,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 29,14:58:21,16,99.84.125.177,17.651,17.602,17.577,17.61
www.amazon.de,Apr 29,14:58:21,16
www.amazon.de,Apr 29,14:58:27,"[106.0, 62.9, 30.6, 44.4, 25.1, 18.7, 177.0, 64.0, 50.8, 190.0]",76.95
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 29,14:58:38,810.414
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 29,14:58:38,636.242
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 29,14:58:38,639.9110000000001
www.amazon.de,Apr 29,14:58:38,1,192.168.86.1,5.515,5.329,5.271,5.371666666666666
www.amazon.de,Apr 29,14:58:38,2,96.120.74.249,13.400,16.859,16.803,15.687333333333333
www.amazon.de,Apr 29,14:58:38,3,68.86.223.249,18.582,18.540,18.451,18.524333333333335
www.amazon.de,Apr 29,14:58:38,4,96.108.142.197,17.376,17.327,17.301,17.334666666666667
www.amazon.de,Apr 29,14:58:38,5,68.85.35.37,17.250,25.727,25.685,22.887333333333334
www.amazon.de,Apr 29,14:58:38,6,23.205.209.133,24.169,18.782,18.621,20.524
www.amazon.de,Apr 29,14:58:38,6
www.amazon.de,Apr 29,14:58:42,"[35.0, 36.3, 89.5, 52.6, 21.6, 49.1, 18.6, 143.0, 124.0, 121.0]",69.07000000000001
www.amazon.de,Apr 30,14:57:59,1,192.168.86.1,4.031,3.904,3.851,3.9286666666666665
www.amazon.de,Apr 30,14:57:59,2,96.120.74.249,15.335,15.287,15.262,15.294666666666666
www.amazon.de,Apr 30,14:57:59,3,68.86.223.249,16.188,16.139,16.093,16.14
www.amazon.de,Apr 30,14:57:59,4,96.108.142.197,15.551,15.504,15.458,15.504333333333333
www.amazon.de,Apr 30,14:57:59,5,68.85.35.37,15.399,29.852,29.807,25.019333333333332
www.amazon.de,Apr 30,14:57:59,6,96.110.42.41,29.760,21.500,21.314,24.191333333333336
www.amazon.de,Apr 30,14:57:59,7,96.110.36.90,27.080,83.401,16.120,42.20033333333333
www.amazon.de,Apr 30,14:57:59,8,68.86.85.186,15.995,15.970,15.949,15.971333333333334
www.amazon.de,Apr 30,14:57:59,9,68.86.87.182,15.930,17.155,17.134,16.73966666666667
www.amazon.de,Apr 30,14:57:59,10,23.30.207.106,17.548,21.579,21.534,20.220333333333333
www.amazon.de,Apr 30,14:57:59,11,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,12,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,13,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,14,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,15,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,16,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,17,N/A,N/A,N/A,N/A,N/A
www.amazon.de,Apr 30,14:57:59,18,13.224.214.254,37.506,26.121,26.010,29.879
www.amazon.de,Apr 30,14:57:59,18
www.amazon.de,Apr 30,14:58:05,"[49.9, 81.2, 51.6, 59.2, 108.0, 32.7, 41.7, 54.2, 45.5, 22.1]",54.61
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 30,14:58:15,716.955
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 30,14:58:15,753.394
www.amazon.de,https://www.amazon.de/s?k=networks,Apr 30,14:58:15,464.94
www.amazon.de,Apr 30,14:58:15,1,192.168.86.1,6.146,6.011,5.962,6.039666666666666
www.amazon.de,Apr 30,14:58:15,2,96.120.74.249,27.620,27.572,27.527,27.572999999999997
www.amazon.de,Apr 30,14:58:15,3,68.86.223.249,27.954,27.909,27.866,27.909666666666666
www.amazon.de,Apr 30,14:58:15,4,96.108.142.197,27.301,28.321,28.256,27.959333333333333
www.amazon.de,Apr 30,14:58:15,5,68.85.35.37,28.227,28.544,28.503,28.424666666666667
www.amazon.de,Apr 30,14:58:15,6,96.110.42.41,28.456,29.181,37.407,31.68133333333333
www.amazon.de,Apr 30,14:58:15,7,96.110.36.90,37.324,16.441,16.302,23.355666666666668
